0,417222444,-2994.910666513017,1605.0691666337564,8.1,71.0
381,417222444,-1490.042188043002,1834.8873999831294,7.8,103.0
441,417222444,-1260.4559743209197,1743.42572969216,7.9,112.0
681,417222444,-480.7479993350542,1106.298191313578,8.3,135.4
720,417222444,-375.8575267535467,968.7176666697744,8.3,140.8
821,417222444,-152.9099505372005,596.8844034504375,8.5,150.5
840,417222444,-111.19717821282143,518.7262488381456,8.5,151.4
859,417222444,-75.7911115181839,441.3441326404539,8.5,153.0
881,417222444,-37.950877738162276,357.0885333421302,8.5,154.2
901,417222444,-0.7745077085570233,277.6000271619803,8.4,154.9
919,417222444,31.201596274285716,204.3198282985335,8.3,155.5
941,417222444,67.16088276119893,126.27253631681437,8.0,155.4
961,417222444,99.24763070218233,57.20511741828377,7.7,155.2
979,417222444,128.01505989265632,-4.877955748845139,7.4,155.0
1001,417222444,157.4463528319743,-75.49745147657612,7.2,155.9
1021,417222444,184.9966984781839,-139.79777725693282,7.0,156.2
1039,417222444,212.10446829183084,-197.55720782857279,6.7,155.5
1061,417222444,254.81303624104828,-242.67829850546414,6.1,146.4
1081,417222444,305.15603732241226,-267.06807724968985,5.6,132.8
1099,417222444,355.4990384037763,-275.7153624408647,5.2,118.0
1121,417222444,411.9274571970283,-266.1811762045169,4.8,99.9
1140,417222444,454.5253811896774,-240.4610458923348,4.5,79.3
1181,417222444,523.013991451709,-163.07892969464308,4.6,50.0
1201,417222444,548.7940337629508,-116.07317429663607,4.7,39.9
1260,417222444,614.6271890233171,19.73354825672303,4.8,28.1
1301,417222444,655.7867415554205,99.88723022080181,4.4,27.6
1320,417222444,673.4897749019531,135.36327203057567,4.2,26.6
1341,417222444,688.7586411646739,169.17637438057642,3.9,25.2
1361,417222444,705.3552349282274,201.326537270804,3.6,26.3
1380,417222444,723.3902001507545,230.4834091332036,3.4,28.5
1399,417222444,738.2164905777679,255.64922629212796,3.2,31.0
1421,417222444,757.3578953848462,278.376065576482,3.0,34.3
1440,417222444,773.9544891483997,297.00098752668964,2.8,36.9
1459,417222444,788.8914235351264,316.8453984140839,2.6,39.2
1500,417222444,825.1826418964615,347.33262184443987,2.3,46.0
1519,417222444,845.098554412097,361.1904506763751,2.3,49.8
1541,417222444,866.6741263045592,375.602592661568,2.3,53.2
1640,417222444,972.7816824287588,428.81665537637656,2.3,66.9
1880,417222444,1124.6958373395487,448.3284783717571,0.7,93.2
2239,417222444,1208.5639578224416,436.133588999595,0.2,96.8
2279,417222444,1210.112973239556,436.9096274141952,0.1,93.1
2880,417222444,1220.0709294973735,435.5792758463373,0.0,93.1
2899,417222444,1221.5093009563468,437.24221530620895,0.0,93.1
3060,417222444,1218.189982204265,435.5792758463373,0.0,93.1
3101,417222444,1219.849641581092,436.35531426093746,0.0,93.1
3140,417222444,1220.0709294973735,436.6879021529512,0.0,93.1
3180,417222444,1220.0709294973735,436.9096274141952,0.0,93.1
3500,417222444,1217.9686942879837,436.9096274141952,0.0,93.1
3520,417222444,1217.0835426197136,435.0249626930796,0.0,93.1
3940,417222444,1221.7305888742005,435.5792758463373,0.0,93.1
4920,417222444,1220.9560811656436,437.4639405675514,0.0,93.1
5080,417222444,1226.4882790852557,431.6990837734348,0.0,93.1
6180,417222444,1219.2964217888164,435.0249626930796,0.0,93.1
6220,417222444,1218.4112701205463,435.4684132156661,0.0,93.1
8440,417222444,1223.1689603331738,434.35978690915067,0.0,93.1
8481,417222444,1223.943468041731,435.5792758463373,0.0,93.1
11581,417222444,1224.4966878340067,433.2511606026352,0.0,93.1
14780,417222444,1217.9686942879837,433.362023233208,0.0,93.1
15701,417222444,1226.2669911689743,430.8121827281634,0.0,93.1
